State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate,
Indiana,4/10/2021,"9,542",4/3/2021,"57,103","2,909,474",1.96,
Indiana,4/17/2021,"14,026",4/10/2021,"58,333","2,909,474",2,
Indiana,4/24/2021,"14,507",4/17/2021,"59,616","2,909,474",2.05,
Indiana,5/1/2021,"8,581",4/24/2021,"64,342","2,909,474",2.21,
Indiana,5/8/2021,"7,786",5/1/2021,"64,930","2,909,474",2.23,
Indiana,5/15/2021,"6,957",5/8/2021,"57,689","2,909,474",1.98,
Indiana,5/22/2021,"6,152",5/15/2021,"55,907","2,909,474",1.92,
Indiana,5/29/2021,"5,940",5/22/2021,"54,919","2,909,474",1.89,
Indiana,6/5/2021,"5,106",5/29/2021,"53,378","2,909,474",1.83,
Indiana,6/12/2021,"4,594",6/5/2021,"53,670","2,909,474",1.84,
Indiana,6/19/2021,"5,030",6/12/2021,"50,535","2,909,474",1.74,
Indiana,6/26/2021,"6,371",6/19/2021,"47,470","2,909,474",1.63,
Indiana,7/3/2021,"5,465",6/26/2021,"58,694","2,909,474",2.02,
Indiana,7/10/2021,"6,608",7/3/2021,"51,877","2,879,383",1.8,
Indiana,7/17/2021,"6,370",7/10/2021,"54,149","2,879,383",1.88,
Indiana,7/24/2021,"6,106",7/17/2021,"45,203","2,879,383",1.57,
Indiana,7/31/2021,"9,678",7/24/2021,"42,979","2,879,383",1.49,
Indiana,8/7/2021,"7,101",7/31/2021,"46,158","2,879,383",1.6,
Indiana,8/14/2021,"6,531",8/7/2021,"42,628","2,879,383",1.48,
Indiana,8/21/2021,"6,254",8/14/2021,"43,282","2,879,383",1.5,
Indiana,8/28/2021,"5,574",8/21/2021,"38,129","2,879,383",1.32,
Indiana,9/4/2021,"5,889",8/28/2021,"38,652","2,879,383",1.34,
Indiana,9/11/2021,"3,957",9/4/2021,"33,707","2,879,383",1.17,
Indiana,9/18/2021,"3,867",9/11/2021,"42,790","2,879,383",1.49,
Indiana,9/25/2021,"3,433",9/18/2021,"40,054","2,879,383",1.39,
Indiana,10/2/2021,"3,432",9/25/2021,"37,195","2,879,383",1.29,
Indiana,10/9/2021,"3,741",10/2/2021,"35,447","2,853,808",1.24,
Indiana,10/16/2021,"3,322",10/9/2021,"30,717","2,853,808",1.08,
Indiana,10/23/2021,"3,137",10/16/2021,"28,577","2,853,808",1,
Indiana,10/30/2021,"3,230",10/23/2021,"27,945","2,853,808",0.98,
Indiana,11/6/2021,"3,574",10/30/2021,"28,785","2,853,808",1.01,
Iowa,1/4/2020,"4,586",12/28/2019,"34,549","1,529,213",2.26,
Iowa,1/11/2020,"4,836",1/4/2020,"34,540","1,530,920",2.26,
Iowa,1/18/2020,"3,615",1/11/2020,"29,625","1,530,920",1.94,
Iowa,1/25/2020,"3,115",1/18/2020,"30,369","1,530,920",1.98,
Iowa,2/1/2020,"3,066",1/25/2020,"30,890","1,530,920",2.02,
Iowa,2/8/2020,"2,379",2/1/2020,"30,789","1,530,920",2.01,
Iowa,2/15/2020,"2,239",2/8/2020,"30,799","1,530,920",2.01,
Iowa,2/22/2020,"2,631",2/15/2020,"30,741","1,530,920",2.01,
Iowa,2/29/2020,"2,240",2/22/2020,"30,516","1,530,920",1.99,
Iowa,3/7/2020,"2,221",2/29/2020,"29,424","1,530,920",1.92,
Iowa,3/14/2020,"2,229",3/7/2020,"27,816","1,530,920",1.82,
Iowa,3/21/2020,"40,952",3/14/2020,"26,496","1,530,920",1.73,
Iowa,3/28/2020,"55,966",3/21/2020,"53,650","1,530,920",3.5,
Iowa,4/4/2020,"64,194",3/28/2020,"91,631","1,530,920",5.99,
Iowa,4/11/2020,"43,889",4/4/2020,"127,332","1,531,621",8.31,
Iowa,4/18/2020,"26,901",4/11/2020,"150,445","1,531,621",9.82,
Iowa,4/25/2020,"27,220",4/18/2020,"168,971","1,531,621",11.03,
Iowa,5/2/2020,"23,241",4/25/2020,"179,610","1,531,621",11.73,
Iowa,5/9/2020,"15,820",5/2/2020,"189,643","1,531,621",12.38,
Iowa,5/16/2020,"12,056",5/9/2020,"184,641","1,531,621",12.06,
Iowa,5/23/2020,"13,723",5/16/2020,"178,559","1,531,621",11.66,
Iowa,5/30/2020,"6,449",5/23/2020,"162,562","1,531,621",10.61,
Iowa,6/6/2020,"9,488",5/30/2020,"158,268","1,531,621",10.33,
Iowa,6/13/2020,"9,069",6/6/2020,"152,739","1,531,621",9.97,
Iowa,6/20/2020,"8,208",6/13/2020,"152,781","1,531,621",9.98,
Iowa,6/27/2020,"7,732",6/20/2020,"141,748","1,531,621",9.25,
Iowa,7/4/2020,"9,957",6/27/2020,"134,215","1,531,621",8.76,
Iowa,7/11/2020,"10,653",7/4/2020,"134,284","1,532,562",8.76,
Iowa,7/18/2020,"8,807",7/11/2020,"115,930","1,532,562",7.56,
Iowa,7/25/2020,"6,970",7/18/2020,"110,042","1,532,562",7.18,
Iowa,8/1/2020,"6,314",7/25/2020,"104,316","1,532,562",6.81,
Iowa,8/8/2020,"4,888",8/1/2020,"92,100","1,532,562",6.01,
Iowa,8/15/2020,"5,997",8/8/2020,"82,442","1,532,562",5.38,
Iowa,8/22/2020,"6,384",8/15/2020,"83,312","1,532,562",5.44,
Iowa,8/29/2020,"5,914",8/22/2020,"75,877","1,532,562",4.95,
Iowa,9/5/2020,"5,252",8/29/2020,"70,953","1,532,562",4.63,
Iowa,9/12/2020,"4,652",9/5/2020,"65,422","1,532,562",4.27,
Iowa,9/19/2020,"6,117",9/12/2020,"62,938","1,532,562",4.11,
Iowa,9/26/2020,"4,616",9/19/2020,"58,419","1,532,562",3.81,
Iowa,10/3/2020,"4,288",9/26/2020,"51,560","1,532,562",3.36,
Iowa,10/10/2020,"4,192",10/3/2020,"46,409","1,535,919",3.02,
Iowa,10/17/2020,"4,215",10/10/2020,"42,103","1,535,919",2.74,
Iowa,10/24/2020,"4,351",10/17/2020,"39,825","1,535,919",2.59,
Iowa,10/31/2020,"4,609",10/24/2020,"36,982","1,535,919",2.41,
Iowa,11/7/2020,"5,217",10/31/2020,"35,213","1,535,919",2.29,
Iowa,11/14/2020,"5,992",11/7/2020,"34,802","1,535,919",2.27,
Iowa,11/21/2020,"8,930",11/14/2020,"36,802","1,535,919",2.4,
Iowa,11/28/2020,"5,357",11/21/2020,"33,712","1,535,919",2.19,
Iowa,12/5/2020,"10,112",11/28/2020,"42,382","1,535,919",2.76,
Iowa,12/12/2020,"6,526",12/5/2020,"38,118","1,535,919",2.48,
Iowa,12/19/2020,"7,271",12/12/2020,"37,492","1,535,919",2.44,
Iowa,12/26/2020,"7,141",12/19/2020,"38,023","1,535,919",2.48,
Iowa,1/2/2021,"7,855",12/26/2020,"43,165","1,535,919",2.81,
Iowa,1/9/2021,"7,366",1/2/2021,"48,553","1,498,396",3.24,
Iowa,1/16/2021,"6,380",1/9/2021,"46,014","1,498,396",3.07,
Iowa,1/23/2021,"5,251",1/16/2021,"46,303","1,498,396",3.09,
Iowa,1/30/2021,"5,778",1/23/2021,"45,803","1,498,396",3.06,
Iowa,2/6/2021,"6,120",1/30/2021,"48,028","1,498,396",3.21,
Iowa,2/13/2021,"5,988",2/6/2021,"46,963","1,498,396",3.13,
Iowa,2/20/2021,"5,192",2/13/2021,"48,758","1,498,396",3.25,
Iowa,2/27/2021,"4,216",2/20/2021,"48,389","1,498,396",3.23,
Iowa,3/6/2021,"5,182",2/27/2021,"44,013","1,498,396",2.94,
Iowa,3/13/2021,"5,750",3/6/2021,"40,145","1,498,396",2.68,
Iowa,3/20/2021,"5,129",3/13/2021,"37,540","1,498,396",2.51,
Iowa,3/27/2021,"4,602",3/20/2021,"39,657","1,498,396",2.65,
Iowa,4/3/2021,"6,125",3/27/2021,"37,872","1,498,396",2.53,
Iowa,4/10/2021,"5,005",4/3/2021,"33,500","1,475,537",2.27,
Iowa,4/17/2021,"6,981",4/10/2021,"32,950","1,475,537",2.23,
Iowa,4/24/2021,"3,955",4/17/2021,"30,532","1,475,537",2.07,
Iowa,5/1/2021,"3,145",4/24/2021,"27,764","1,475,537",1.88,
Iowa,5/8/2021,"3,290",5/1/2021,"25,714","1,475,537",1.74,
Iowa,5/15/2021,"3,582",5/8/2021,"26,173","1,475,537",1.77,
Iowa,5/22/2021,"3,861",5/15/2021,"25,255","1,475,537",1.71,
Iowa,5/29/2021,"3,380",5/22/2021,"25,588","1,475,537",1.73,
Iowa,6/5/2021,"2,364",5/29/2021,"24,464","1,475,537",1.66,
Iowa,6/12/2021,"2,613",6/5/2021,"23,744","1,475,537",1.61,
Iowa,6/19/2021,"1,830",6/12/2021,"22,883","1,475,537",1.55,
Iowa,6/26/2021,"1,864",6/19/2021,"20,119","1,475,537",1.36,
Iowa,7/3/2021,"1,942",6/26/2021,"19,275","1,475,537",1.31,
Iowa,7/10/2021,"2,042",7/3/2021,"18,621","1,457,880",1.28,
Iowa,7/17/2021,"1,671",7/10/2021,"18,751","1,457,880",1.29,
Iowa,7/24/2021,"1,543",7/17/2021,"17,639","1,457,880",1.21,
Iowa,7/31/2021,"1,884",7/24/2021,"16,787","1,457,880",1.15,
Iowa,8/7/2021,"2,149",7/31/2021,"16,433","1,457,880",1.13,
Iowa,8/14/2021,"1,614",8/7/2021,"16,230","1,457,880",1.11,
Iowa,8/21/2021,"1,677",8/14/2021,"14,928","1,457,880",1.02,
Iowa,8/28/2021,"1,678",8/21/2021,"13,519","1,457,880",0.93,
Iowa,9/4/2021,"1,833",8/28/2021,"11,746","1,457,880",0.81,
Iowa,9/11/2021,"1,430",9/4/2021,"10,831","1,457,880",0.74,
Iowa,9/18/2021,"1,744",9/11/2021,"10,448","1,457,880",0.72,
Iowa,9/25/2021,"1,655",9/18/2021,"10,074","1,457,880",0.69,
Iowa,10/2/2021,"1,696",9/25/2021,"9,544","1,457,880",0.65,
Iowa,10/9/2021,"1,665",10/2/2021,"9,038","1,457,880",0.62,
Iowa,10/16/2021,"1,796",10/9/2021,"8,638","1,443,412",0.6,
Iowa,10/23/2021,"2,030",10/16/2021,"8,935","1,443,412",0.62,
Iowa,10/30/2021,"2,074",10/23/2021,"8,854","1,443,412",0.61,
Iowa,11/6/2021,"2,162",10/30/2021,"9,826","1,443,412",0.68,
Kansas,1/4/2020,"2,019",12/28/2019,"11,175","1,359,781",0.82,
Kansas,1/11/2020,"2,140",1/4/2020,"11,431","1,363,114",0.84,
Kansas,1/18/2020,"2,402",1/11/2020,"10,638","1,363,114",0.78,
Kansas,1/25/2020,"2,557",1/18/2020,"11,182","1,363,114",0.82,
Kansas,2/1/2020,"2,000",1/25/2020,"12,301","1,363,114",0.9,
Kansas,2/8/2020,"2,107",2/1/2020,"11,809","1,363,114",0.87,
Kansas,2/15/2020,"2,076",2/8/2020,"11,666","1,363,114",0.86,
Kansas,2/22/2020,"1,494",2/15/2020,"12,003","1,363,114",0.88,
Kansas,2/29/2020,"1,517",2/22/2020,"11,505","1,363,114",0.84,
Kansas,3/7/2020,"1,365",2/29/2020,"11,003","1,363,115",0.81,
Kansas,3/14/2020,"1,755",3/7/2020,"9,771","1,363,114",0.72,
Kansas,3/21/2020,"19,356",3/14/2020,"7,541","1,363,114",0.55,
Kansas,3/28/2020,"43,703",3/21/2020,"13,489","1,363,114",0.99,
Kansas,4/4/2020,"36,497",3/28/2020,"41,290","1,363,114",3.03,
Kansas,4/11/2020,"24,871",4/4/2020,"62,281","1,364,944",4.56,
Kansas,4/18/2020,"24,330",4/11/2020,"77,400","1,364,944",5.67,
Kansas,4/25/2020,"22,726",4/18/2020,"94,197","1,364,944",6.9,
Kansas,5/2/2020,"11,916",4/25/2020,"102,329","1,364,944",7.5,
Kansas,5/9/2020,"10,259",5/2/2020,"98,714","1,364,944",7.23,
Kansas,5/16/2020,"8,246",5/9/2020,"91,635","1,364,944",6.71,
Kansas,5/23/2020,"9,480",5/16/2020,"92,794","1,364,944",6.8,
Kansas,5/30/2020,"7,966",5/23/2020,"90,165","1,364,944",6.61,
Kansas,6/6/2020,"6,898",5/30/2020,"86,537","1,364,944",6.34,
Kansas,6/13/2020,"7,039",6/6/2020,"78,912","1,364,944",5.78,
Kansas,6/20/2020,"8,174",6/13/2020,"75,709","1,364,944",5.55,
Kansas,6/27/2020,"10,411",6/20/2020,"76,479","1,364,944",5.6,
Kansas,7/4/2020,"7,883",6/27/2020,"79,513","1,364,944",5.83,
Kansas,7/11/2020,"13,384",7/4/2020,"78,783","1,367,656",5.76,
Kansas,7/18/2020,"6,285",7/11/2020,"77,528","1,367,656",5.67,
Kansas,7/25/2020,"6,313",7/18/2020,"72,188","1,367,656",5.28,
Kansas,8/1/2020,"4,933",7/25/2020,"78,354","1,367,656",5.73,
Kansas,8/8/2020,"4,756",8/1/2020,"66,631","1,367,656",4.87,
Kansas,8/15/2020,"5,022",8/8/2020,"60,748","1,367,656",4.44,
Kansas,8/22/2020,"4,886",8/15/2020,"56,479","1,367,656",4.13,
Kansas,8/29/2020,"5,734",8/22/2020,"52,943","1,367,656",3.87,
Kansas,9/5/2020,"5,445",8/29/2020,"52,804","1,367,656",3.86,
Kansas,9/12/2020,"5,248",9/5/2020,"50,497","1,367,656",3.69,
Kansas,9/19/2020,"6,494",9/12/2020,"45,110","1,367,656",3.3,
Kansas,9/26/2020,"6,651",9/19/2020,"39,518","1,367,656",2.89,
Kansas,10/3/2020,"7,140",9/26/2020,"36,516","1,367,656",2.67,
Kansas,10/10/2020,"7,926",10/3/2020,"32,292","1,369,508",2.36,
Kansas,10/17/2020,"10,500",10/10/2020,"33,227","1,369,508",2.43,
Kansas,10/24/2020,"10,069",10/17/2020,"33,300","1,369,508",2.43,
Kansas,10/31/2020,"12,407",10/24/2020,"33,375","1,369,508",2.44,
Kansas,11/7/2020,"10,587",10/31/2020,"33,131","1,369,508",2.42,
Kansas,11/14/2020,"11,751",11/7/2020,"30,425","1,369,508",2.22,
Kansas,11/21/2020,"15,864",11/14/2020,"37,274","1,369,508",2.72,
Kansas,11/28/2020,"15,411",11/21/2020,"35,940","1,369,508",2.62,
Kansas,12/5/2020,"21,346",11/28/2020,"46,705","1,369,508",3.41,
Kansas,12/12/2020,"23,519",12/5/2020,"56,369","1,369,508",4.12,
Kansas,12/19/2020,"20,337",12/12/2020,"65,207","1,369,508",4.76,
Kansas,12/26/2020,"16,607",12/19/2020,"69,353","1,369,508",5.06,
Kansas,1/2/2021,"22,990",12/26/2020,"78,727","1,369,508",5.75,
Kansas,1/9/2021,"35,921",1/2/2021,"88,391","1,337,523",6.61,
Kansas,1/16/2021,"34,918",1/9/2021,"98,889","1,337,523",7.39,
Kansas,1/23/2021,"26,426",1/16/2021,"72,296","1,337,523",5.41,
Kansas,1/30/2021,"17,967",1/23/2021,"81,292","1,337,523",6.08,
Kansas,2/6/2021,"5,591",1/30/2021,"23,841","1,337,523",1.78,
Kansas,2/13/2021,"7,335",2/6/2021,"24,094","1,337,523",1.8,
Kansas,2/20/2021,"4,412",2/13/2021,"29,688","1,337,523",2.22,
Kansas,2/27/2021,"3,560",2/20/2021,"15,520","1,337,523",1.16,
Kansas,3/6/2021,"2,564",2/27/2021,"22,233","1,337,523",1.66,
Kansas,3/13/2021,"1,682",3/6/2021,"18,812","1,337,523",1.41,
Kansas,3/20/2021,"2,628",3/13/2021,"11,045","1,337,523",0.83,
Kansas,3/27/2021,"2,552",3/20/2021,"10,174","1,337,523",0.76,
Kansas,4/3/2021,"1,450",3/27/2021,"8,286","1,337,523",0.62,
Kansas,4/10/2021,"2,138",4/3/2021,"9,235","1,319,483",0.7,
Kansas,4/17/2021,"1,989",4/10/2021,"8,797","1,319,483",0.67,
Kansas,4/24/2021,"2,154",4/17/2021,"8,311","1,319,483",0.63,
Kansas,5/1/2021,"2,390",4/24/2021,"8,551","1,319,483",0.65,
Kansas,5/8/2021,"1,838",5/1/2021,"9,810","1,319,483",0.74,
Kansas,5/15/2021,"1,873",5/8/2021,"9,094","1,319,483",0.69,
Kansas,5/22/2021,"2,115",5/15/2021,"9,922","1,319,483",0.75,
Kansas,5/29/2021,"1,810",5/22/2021,"9,787","1,319,483",0.74,
Kansas,6/5/2021,"1,578",5/29/2021,"9,008","1,319,483",0.68,
Kansas,6/12/2021,"1,582",6/5/2021,"9,436","1,319,483",0.72,
Kansas,6/19/2021,"1,541",6/12/2021,"12,470","1,319,483",0.95,
Kansas,6/26/2021,"1,180",6/19/2021,"10,146","1,319,483",0.77,
Kansas,7/3/2021,"1,558",6/26/2021,"10,104","1,319,483",0.77,
Kansas,7/10/2021,"1,778",7/3/2021,"9,148","1,320,864",0.69,
Kansas,7/17/2021,"1,563",7/10/2021,"9,051","1,320,864",0.69,
Kansas,7/24/2021,"1,487",7/17/2021,"9,338","1,320,864",0.71,
Kansas,7/31/2021,"1,378",7/24/2021,"8,117","1,320,864",0.61,
Kansas,8/7/2021,"1,289",7/31/2021,"10,119","1,320,864",0.77,
Kansas,8/14/2021,"1,315",8/7/2021,"9,020","1,320,864",0.68,
Kansas,8/21/2021,"1,508",8/14/2021,"8,668","1,320,864",0.66,
Kansas,8/28/2021,"1,268",8/21/2021,"8,480","1,320,864",0.64,
Kansas,9/4/2021,"1,796",8/28/2021,"8,997","1,320,864",0.68,
Kansas,9/11/2021,"1,077",9/4/2021,"7,797","1,320,864",0.59,
Kansas,9/18/2021,"1,205",9/11/2021,"6,989","1,320,864",0.53,
Kansas,9/25/2021,"1,318",9/18/2021,"6,438","1,320,864",0.49,
Kansas,10/2/2021,998,9/25/2021,"6,107","1,320,864",0.46,
Kansas,10/9/2021,"1,078",10/2/2021,"6,508","1,288,451",0.51,
Kansas,10/16/2021,"1,139",10/9/2021,"5,628","1,288,451",0.44,
Kansas,10/23/2021,856,10/16/2021,"5,583","1,288,451",0.43,
Kansas,10/30/2021,"1,051",10/23/2021,"4,976","1,288,451",0.39,
Kansas,11/6/2021,"1,053",10/30/2021,"5,696","1,288,451",0.44,
Kentucky,1/4/2020,"5,175",12/28/2019,"22,515","1,890,475",1.19,
Kentucky,1/11/2020,"3,968",1/4/2020,"25,124","1,890,475",1.33,
Kentucky,1/18/2020,"3,084",1/11/2020,"24,066","1,890,475",1.27,
Kentucky,1/25/2020,"2,569",1/18/2020,"22,874","1,890,475",1.21,
Kentucky,2/1/2020,"2,625",1/25/2020,"23,219","1,890,475",1.23,
Kentucky,2/8/2020,"2,936",2/1/2020,"22,937","1,890,475",1.21,
Kentucky,2/15/2020,"2,813",2/8/2020,"23,076","1,890,475",1.22,
Kentucky,2/22/2020,"2,508",2/15/2020,"22,623","1,890,475",1.2,
Kentucky,2/29/2020,"2,223",2/22/2020,"23,733","1,890,475",1.26,
Kentucky,3/7/2020,"2,463",2/29/2020,"22,770","1,890,475",1.2,
Kentucky,3/14/2020,"2,785",3/7/2020,"22,940","1,890,475",1.21,
Kentucky,3/21/2020,"49,023",3/14/2020,"22,328","1,890,475",1.18,
Kentucky,3/28/2020,"113,149",3/21/2020,"24,361","1,890,475",1.29,
Kentucky,4/4/2020,"117,575",3/28/2020,"130,151","1,890,475",6.88,
Kentucky,4/11/2020,"116,277",4/4/2020,"182,097","1,893,451",9.62,
Kentucky,4/18/2020,"103,981",4/11/2020,"199,030","1,893,451",10.51,
Kentucky,4/25/2020,"91,223",4/18/2020,"260,662","1,893,451",13.77,
Kentucky,5/2/2020,"69,372",4/25/2020,"256,200","1,893,451",13.53,
Kentucky,5/9/2020,"69,372",5/2/2020,"253,186","1,893,451",13.37,
Kentucky,5/16/2020,"47,321",5/9/2020,"246,575","1,893,451",13.02,
Kentucky,5/23/2020,"54,023",5/16/2020,"245,804","1,893,451",12.98,
Kentucky,5/30/2020,"43,013",5/23/2020,"205,804","1,893,451",10.87,
Kentucky,6/6/2020,"40,733",5/30/2020,"197,472","1,893,451",10.43,
Kentucky,6/13/2020,"37,650",6/6/2020,"180,952","1,893,451",9.56,
Kentucky,6/20/2020,"24,846",6/13/2020,"171,917","1,893,451",9.08,
Kentucky,6/27/2020,"30,640",6/20/2020,"159,343","1,893,451",8.42,
Kentucky,7/4/2020,"23,282",6/27/2020,"150,522","1,893,451",7.95,
Kentucky,7/11/2020,"24,544",7/4/2020,"158,381","1,896,673",8.35,
Kentucky,7/18/2020,"24,488",7/11/2020,"145,825","1,896,673",7.69,
Kentucky,7/25/2020,"21,041",7/18/2020,"141,055","1,896,673",7.44,
Kentucky,8/1/2020,"21,020",7/25/2020,"136,509","1,896,673",7.2,
Kentucky,8/8/2020,"17,465",8/1/2020,"141,583","1,896,673",7.46,
Kentucky,8/15/2020,"18,266",8/8/2020,"128,187","1,896,673",6.76,
Kentucky,8/22/2020,"16,321",8/15/2020,"127,603","1,896,673",6.73,
Kentucky,8/29/2020,"16,504",8/22/2020,"116,383","1,896,673",6.14,
Kentucky,9/5/2020,"9,285",8/29/2020,"119,639","1,896,673",6.31,
Kentucky,9/12/2020,"8,672",9/5/2020,"106,835","1,896,673",5.63,
Kentucky,9/19/2020,"8,413",9/12/2020,"112,884","1,896,673",5.95,
Kentucky,9/26/2020,"7,520",9/19/2020,"100,938","1,896,673",5.32,
Kentucky,10/3/2020,"5,687",9/26/2020,"94,187","1,896,673",4.97,
Kentucky,10/10/2020,"5,969",10/3/2020,"80,246","1,899,546",4.22,
Kentucky,10/17/2020,"5,951",10/10/2020,"73,637","1,899,546",3.88,
Kentucky,10/24/2020,"5,325",10/17/2020,"61,867","1,899,546",3.26,
Kentucky,10/31/2020,"9,193",10/24/2020,"58,831","1,899,546",3.1,
Kentucky,11/7/2020,"4,363",10/31/2020,"50,778","1,899,546",2.67,
Kentucky,11/14/2020,"8,133",11/7/2020,"51,714","1,899,546",2.72,
Kentucky,11/21/2020,"10,983",11/14/2020,"44,098","1,899,546",2.32,
Kentucky,11/28/2020,"9,319",11/21/2020,"44,141","1,899,546",2.32,
Kentucky,12/5/2020,"8,168",11/28/2020,"46,877","1,899,546",2.47,
Kentucky,12/12/2020,"7,259",12/5/2020,"47,531","1,899,546",2.5,
Kentucky,12/19/2020,"8,459",12/12/2020,"46,950","1,899,546",2.47,
Kentucky,12/26/2020,"12,800",12/19/2020,"41,834","1,899,546",2.2,
Kentucky,1/2/2021,"16,941",12/26/2020,"40,437","1,899,546",2.13,
Kentucky,1/9/2021,"11,399",1/2/2021,"44,207","1,843,088",2.4,
Kentucky,1/16/2021,"11,932",1/9/2021,"42,642","1,843,088",2.31,
Kentucky,1/23/2021,"7,907",1/16/2021,"43,491","1,843,088",2.36,
Kentucky,1/30/2021,"11,019",1/23/2021,"41,221","1,843,088",2.24,
Kentucky,2/6/2021,"10,712",1/30/2021,"40,867","1,843,088",2.22,
Kentucky,2/13/2021,"12,028",2/6/2021,"46,630","1,843,088",2.53,
Kentucky,2/20/2021,"14,139",2/13/2021,"41,801","1,843,088",2.27,
Kentucky,2/27/2021,"13,857",2/20/2021,"38,708","1,843,088",2.1,
Kentucky,3/6/2021,"9,277",2/27/2021,"44,700","1,843,088",2.43,
Kentucky,3/13/2021,"10,278",3/6/2021,"36,610","1,843,088",1.99,
Kentucky,3/20/2021,"8,738",3/13/2021,"35,556","1,843,088",1.93,
Kentucky,3/27/2021,"24,838",3/20/2021,"33,377","1,843,088",1.81,
Kentucky,4/3/2021,"21,423",3/27/2021,"31,624","1,843,088",1.72,
Kentucky,4/10/2021,"5,999",4/3/2021,"24,623","1,814,841",1.36,
Kentucky,4/17/2021,"5,958",4/10/2021,"15,066","1,814,841",0.83,
Kentucky,4/24/2021,"7,437",4/17/2021,"23,572","1,814,841",1.3,
Kentucky,5/1/2021,"12,151",4/24/2021,"21,323","1,814,841",1.17,
Kentucky,5/8/2021,"11,167",5/1/2021,"24,390","1,814,841",1.34,
Kentucky,5/15/2021,"4,044",5/8/2021,"24,790","1,814,841",1.37,
Kentucky,5/22/2021,"2,864",5/15/2021,"18,753","1,814,841",1.03,
Kentucky,5/29/2021,"6,318",5/22/2021,"19,075","1,814,841",1.05,
Kentucky,6/5/2021,"5,948",5/29/2021,"20,154","1,814,841",1.11,
Kentucky,6/12/2021,"15,120",6/5/2021,"22,302","1,814,841",1.23,
Kentucky,6/19/2021,"15,058",6/12/2021,"25,708","1,814,841",1.42,
Kentucky,6/26/2021,"7,180",6/19/2021,"28,914","1,814,841",1.59,
Kentucky,7/3/2021,"6,269",6/26/2021,"21,772","1,814,841",1.2,
Kentucky,7/10/2021,"2,498",7/3/2021,"20,047","1,814,775",1.1,
Kentucky,7/17/2021,"11,443",7/10/2021,"17,753","1,814,775",0.98,
Kentucky,7/24/2021,"4,225",7/17/2021,"23,859","1,814,775",1.31,
Kentucky,7/31/2021,"4,036",7/24/2021,"18,044","1,814,775",0.99,
Kentucky,8/7/2021,"4,006",7/31/2021,"16,351","1,814,775",0.9,
Kentucky,8/14/2021,"1,770",8/7/2021,"17,013","1,814,775",0.94,
Kentucky,8/21/2021,"1,828",8/14/2021,"14,877","1,814,775",0.82,
Kentucky,8/28/2021,"1,715",8/21/2021,"13,405","1,814,775",0.74,
Kentucky,9/4/2021,"2,002",8/28/2021,"13,286","1,814,775",0.73,
Kentucky,9/11/2021,"2,583",9/4/2021,"11,796","1,814,775",0.65,
Kentucky,9/18/2021,"4,271",9/11/2021,"13,434","1,814,775",0.74,
Kentucky,9/25/2021,"3,648",9/18/2021,"13,406","1,814,775",0.74,
Kentucky,10/2/2021,"2,732",9/25/2021,"13,122","1,814,775",0.72,
Kentucky,10/9/2021,"4,186",10/2/2021,"12,318","1,797,810",0.69,
Kentucky,10/16/2021,"1,433",10/9/2021,"13,168","1,797,810",0.73,
Kentucky,10/23/2021,"4,373",10/16/2021,"11,504","1,797,810",0.64,
Kentucky,10/30/2021,"7,255",10/23/2021,"12,701","1,797,810",0.71,
Kentucky,11/6/2021,"13,971",10/30/2021,"13,620","1,797,810",0.76,
Louisiana,1/4/2020,"1,658",12/28/2019,"16,553","1,890,973",0.88,
Louisiana,1/11/2020,"2,521",1/4/2020,"15,957","1,892,522",0.84,
Louisiana,1/18/2020,"2,008",1/11/2020,"16,076","1,892,522",0.85,
Louisiana,1/25/2020,"1,878",1/18/2020,"15,500","1,892,522",0.82,
Louisiana,2/1/2020,"2,058",1/25/2020,"16,189","1,892,522",0.86,
Louisiana,2/8/2020,"1,805",2/1/2020,"15,051","1,892,522",0.8,
Louisiana,2/15/2020,"1,739",2/8/2020,"15,057","1,892,522",0.8,
Louisiana,2/22/2020,"1,798",2/15/2020,"14,640","1,892,522",0.77,
Louisiana,2/29/2020,"1,509",2/22/2020,"15,289","1,892,522",0.81,
Louisiana,3/7/2020,"1,698",2/29/2020,"14,199","1,892,522",0.75,
Louisiana,3/14/2020,"2,255",3/7/2020,"13,987","1,892,522",0.74,
Louisiana,3/21/2020,"72,438",3/14/2020,"14,143","1,892,522",0.75,
Louisiana,3/28/2020,"97,400",3/21/2020,"58,027","1,892,522",3.07,
Louisiana,4/4/2020,"100,621",3/28/2020,"116,690","1,892,522",6.17,
Louisiana,4/11/2020,"79,653",4/4/2020,"217,532","1,891,334",11.5,
Louisiana,4/18/2020,"91,923",4/11/2020,"246,296","1,891,334",13.02,
Louisiana,4/25/2020,"66,141",4/18/2020,"300,657","1,891,334",15.9,
Louisiana,5/2/2020,"50,941",4/25/2020,"310,013","1,891,334",16.39,
Louisiana,5/9/2020,"40,125",5/2/2020,"325,136","1,891,334",17.19,
Louisiana,5/16/2020,"28,545",5/9/2020,"326,504","1,891,334",17.26,
Louisiana,5/23/2020,"23,961",5/16/2020,"328,409","1,891,334",17.36,
Louisiana,5/30/2020,"19,334",5/23/2020,"301,598","1,891,334",15.95,
Louisiana,6/6/2020,"21,879",5/30/2020,"305,083","1,891,334",16.13,
